episode_id,subject_id,k,seed,scope,n_calibration_trials,n_evaluation_trials,p0_accuracy,p0_balanced_accuracy,p0_macro_f1,p0_macro_precision,p0_macro_recall,p1_accuracy,p1_balanced_accuracy,p1_macro_f1,p1_macro_precision,p1_macro_recall,delta_accuracy,delta_balanced_accuracy,delta_macro_f1,delta_macro_precision,delta_macro_recall
grabmyo-S41-K2-seed3401,41,2,3401,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3401,41,2,3401,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3401,41,2,3401,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3402,12,2,3402,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3402,12,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3402,12,2,3402,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3402,13,2,3402,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3402,13,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3402,13,2,3402,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3402,25,2,3402,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3402,25,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3402,25,2,3402,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3402,26,2,3402,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3402,26,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3402,26,2,3402,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3402,29,2,3402,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3402,29,2,3402,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3402,29,2,3402,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3402,33,2,3402,all_eval,8,76,0.9342105263157895,0.9342105263157895,0.9330514446793516,0.9479166666666666,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.9330514446793516,0.9479166666666666,0.9342105263157895,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3402,33,2,3402,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3402,33,2,3402,cross_session,8,56,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3402,34,2,3402,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3402,34,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3402,34,2,3402,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3402,35,2,3402,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3402,35,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3402,35,2,3402,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3402,41,2,3402,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3402,41,2,3402,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3402,41,2,3402,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3403,12,2,3403,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3403,12,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3403,12,2,3403,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3403,13,2,3403,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3403,13,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3403,13,2,3403,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3403,25,2,3403,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3403,25,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3403,25,2,3403,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3403,26,2,3403,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3403,26,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3403,26,2,3403,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3403,29,2,3403,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3403,29,2,3403,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3403,29,2,3403,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3403,33,2,3403,all_eval,8,76,0.9342105263157895,0.9342105263157895,0.9330514446793516,0.9479166666666666,0.9342105263157895,0.9210526315789473,0.9210526315789473,0.9200558287425593,0.93125,0.9210526315789473,-0.013157894736842146,-0.013157894736842146,-0.012995615936792326,-0.016666666666666607,-0.013157894736842146
grabmyo-S33-K2-seed3403,33,2,3403,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.9,0.9,0.8994949494949495,0.9083333333333333,0.9,-0.04999999999999993,-0.04999999999999993,-0.050000000000000044,-0.050000000000000044,-0.04999999999999993
grabmyo-S33-K2-seed3403,33,2,3403,cross_session,8,56,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3403,34,2,3403,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3403,34,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3403,34,2,3403,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3403,35,2,3403,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3403,35,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3403,35,2,3403,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3403,41,2,3403,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3403,41,2,3403,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3403,41,2,3403,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3404,12,2,3404,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3404,12,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3404,12,2,3404,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3404,13,2,3404,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3404,13,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3404,13,2,3404,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3404,25,2,3404,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3404,25,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3404,25,2,3404,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3404,26,2,3404,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3404,26,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3404,26,2,3404,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3404,29,2,3404,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3404,29,2,3404,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3404,29,2,3404,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3404,33,2,3404,all_eval,8,76,0.9210526315789473,0.9210526315789473,0.9176449761478831,0.9354166666666667,0.9210526315789473,0.9210526315789473,0.9210526315789473,0.9176449761478831,0.9354166666666667,0.9210526315789473,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3404,33,2,3404,same_session_holdout,8,20,0.9,0.9,0.8920454545454546,0.9166666666666667,0.9,0.9,0.9,0.8920454545454546,0.9166666666666667,0.9,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3404,33,2,3404,cross_session,8,56,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3404,34,2,3404,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3404,34,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S34-K2-seed3404,34,2,3404,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3404,35,2,3404,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3404,35,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S35-K2-seed3404,35,2,3404,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3404,41,2,3404,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3404,41,2,3404,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S41-K2-seed3404,41,2,3404,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3405,12,2,3405,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3405,12,2,3405,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S12-K2-seed3405,12,2,3405,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3405,13,2,3405,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3405,13,2,3405,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S13-K2-seed3405,13,2,3405,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3405,25,2,3405,all_eval,8,76,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3405,25,2,3405,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S25-K2-seed3405,25,2,3405,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3405,26,2,3405,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3405,26,2,3405,same_session_holdout,8,20,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S26-K2-seed3405,26,2,3405,cross_session,8,56,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.9821428571428571,0.9821428571428572,0.9821200510855683,0.9833333333333334,0.9821428571428572,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3405,29,2,3405,all_eval,8,76,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.9868421052631579,0.9868421052631579,0.9868329868329868,0.9875,0.9868421052631579,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3405,29,2,3405,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.0,0.0,0.0,0.0,0.0
grabmyo-S29-K2-seed3405,29,2,3405,cross_session,8,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3405,33,2,3405,all_eval,8,76,0.9342105263157895,0.9342105263157895,0.9319014319014319,0.9440217391304347,0.9342105263157895,0.9342105263157895,0.9342105263157895,0.9319014319014319,0.9440217391304347,0.9342105263157895,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3405,33,2,3405,same_session_holdout,8,20,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.95,0.95,0.9494949494949495,0.9583333333333334,0.95,0.0,0.0,0.0,0.0,0.0
grabmyo-S33-K2-seed3405,33,2,3405,cross_session,8,56,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9270833333333334,0.9444444444444444,0.9285714285714286,0.0,0.0,0.0,0.0,0.0
