k,arm,score_name,threshold,coverage,selective_risk,selective_accuracy,accepted_count,abstained_count
2,p0,max_probability,0.9999786013102306,0.5601503759398496,0.0,1.0,298,234
2,p0,max_probability,0.9999828978939589,0.5507518796992481,0.0,1.0,293,239
2,p0,max_probability,0.9999874445631647,0.5394736842105263,0.0,1.0,287,245
2,p0,max_probability,0.9999914176034237,0.5300751879699248,0.0,1.0,282,250
2,p0,max_probability,0.9999933605513034,0.5206766917293233,0.0,1.0,277,255
2,p0,max_probability,0.9999956635630789,0.5093984962406015,0.0,1.0,271,261
2,p0,max_probability,0.9999968206148093,0.5,0.0,1.0,266,266
2,p0,max_probability,0.9999975039326446,0.4906015037593985,0.0,1.0,261,271
2,p0,max_probability,0.9999981643625013,0.4793233082706767,0.0,1.0,255,277
2,p0,max_probability,0.9999988900485068,0.4699248120300752,0.0,1.0,250,282
2,p0,max_probability,0.99999914649135,0.4605263157894737,0.0,1.0,245,287
