k,arm,score_name,threshold,coverage,selective_risk,selective_accuracy,accepted_count,abstained_count
2,p0,one_minus_normalized_entropy,0.522301906261822,0.5421686746987951,0.08888888888888889,0.9111111111111111,45,38
2,p0,one_minus_normalized_entropy,0.5281819789505658,0.5301204819277109,0.09090909090909091,0.9090909090909091,44,39
2,p0,one_minus_normalized_entropy,0.5301387702816482,0.5301204819277109,0.09090909090909091,0.9090909090909091,44,39
2,p0,one_minus_normalized_entropy,0.5319794000473609,0.5060240963855421,0.047619047619047616,0.9523809523809523,42,41
2,p0,one_minus_normalized_entropy,0.540364491202274,0.5060240963855421,0.047619047619047616,0.9523809523809523,42,41
2,p0,one_minus_normalized_entropy,0.5454280248989991,0.4939759036144578,0.04878048780487805,0.9512195121951219,41,42
2,p0,one_minus_normalized_entropy,0.5465395322958412,0.4939759036144578,0.04878048780487805,0.9512195121951219,41,42
2,p0,one_minus_normalized_entropy,0.5497925813326683,0.46987951807228917,0.05128205128205128,0.9487179487179487,39,44
2,p0,one_minus_normalized_entropy,0.553611378028074,0.46987951807228917,0.05128205128205128,0.9487179487179487,39,44
2,p0,one_minus_normalized_entropy,0.5544285608387212,0.4457831325301205,0.02702702702702703,0.972972972972973,37,46
2,p0,one_minus_normalized_entropy,0.5611294598860276,0.4457831325301205,0.02702702702702703,0.972972972972973,37,46
2,p0,one_minus_normalized_entropy,0.5617832061345452,0.4457831325301205,0.02702702702702703,0.972972972972973,37,46
2,p0,one_minus_normalized_entropy,0.5671339109576675,0.42168674698795183,0.02857142857142857,0.9714285714285714,35,48
2,p0,one_minus_normalized_entropy,0.5756503464439826,0.40963855421686746,0.029411764705882353,0.9705882352941176,34,49
2,p0,one_minus_normalized_entropy,0.5854399118603877,0.39759036144578314,0.030303030303030304,0.9696969696969697,33,50
2,p0,one_minus_normalized_entropy,0.5967990162499603,0.3855421686746988,0.0,1.0,32,51
2,p0,one_minus_normalized_entropy,0.6109170102089706,0.3855421686746988,0.0,1.0,32,51
2,p0,one_minus_normalized_entropy,0.613671740737558,0.3855421686746988,0.0,1.0,32,51
2,p0,one_minus_normalized_entropy,0.616375931140181,0.3373493975903614,0.0,1.0,28,55
2,p0,one_minus_normalized_entropy,0.6348545655581037,0.3373493975903614,0.0,1.0,28,55
2,p0,one_minus_normalized_entropy,0.6362066607594151,0.3253012048192771,0.0,1.0,27,56
2,p0,one_minus_normalized_entropy,0.6489480521963952,0.30120481927710846,0.0,1.0,25,58
2,p0,one_minus_normalized_entropy,0.6680601393518649,0.30120481927710846,0.0,1.0,25,58
2,p0,one_minus_normalized_entropy,0.6945029705164929,0.25301204819277107,0.0,1.0,21,62
2,p0,one_minus_normalized_entropy,0.720945801681121,0.25301204819277107,0.0,1.0,21,62
2,p0,one_minus_normalized_entropy,0.9162322543060325,0.1566265060240964,0.0,1.0,13,70
2,p0,one_minus_normalized_entropy,0.9999264482881363,0.1566265060240964,0.0,1.0,13,70
2,p1,max_probability,0.3746924857543205,1.0,0.2289156626506024,0.7710843373493976,83,0
2,p1,max_probability,0.4160765823460014,0.9879518072289156,0.21951219512195122,0.7804878048780488,82,1
2,p1,max_probability,0.4393574396995003,0.9759036144578314,0.2222222222222222,0.7777777777777778,81,2
2,p1,max_probability,0.45460341082179617,0.963855421686747,0.2125,0.7875,80,3
2,p1,max_probability,0.4703444414356361,0.9518072289156626,0.20253164556962025,0.7974683544303798,79,4
2,p1,max_probability,0.4903353240120257,0.9397590361445783,0.19230769230769232,0.8076923076923077,78,5
2,p1,max_probability,0.5020652618288348,0.9397590361445783,0.19230769230769232,0.8076923076923077,78,5
2,p1,max_probability,0.5119779556812034,0.927710843373494,0.18181818181818182,0.8181818181818182,77,6
2,p1,max_probability,0.5484642929579162,0.9156626506024096,0.17105263157894737,0.8289473684210527,76,7
2,p1,max_probability,0.5757957684969812,0.9036144578313253,0.17333333333333334,0.8266666666666667,75,8
2,p1,max_probability,0.5799232801106048,0.891566265060241,0.16216216216216217,0.8378378378378378,74,9
2,p1,max_probability,0.5895308477264484,0.8795180722891566,0.1506849315068493,0.8493150684931506,73,10
2,p1,max_probability,0.5966474744796832,0.8795180722891566,0.1506849315068493,0.8493150684931506,73,10
2,p1,max_probability,0.6222683511101432,0.8674698795180723,0.1388888888888889,0.8611111111111112,72,11
2,p1,max_probability,0.6371920785308263,0.8554216867469879,0.14084507042253522,0.8591549295774648,71,12
2,p1,max_probability,0.6415948149747588,0.8433734939759037,0.14285714285714285,0.8571428571428571,70,13
2,p1,max_probability,0.6468930423272556,0.8313253012048193,0.14492753623188406,0.855072463768116,69,14
2,p1,max_probability,0.655052466770887,0.8313253012048193,0.14492753623188406,0.855072463768116,69,14
2,p1,max_probability,0.6678712143257,0.8192771084337349,0.14705882352941177,0.8529411764705882,68,15
2,p1,max_probability,0.6850019606300611,0.8072289156626506,0.13432835820895522,0.8656716417910447,67,16
2,p1,max_probability,0.7075168879416878,0.7951807228915663,0.12121212121212122,0.8787878787878788,66,17
2,p1,max_probability,0.7304099271271712,0.7831325301204819,0.1076923076923077,0.8923076923076924,65,18
2,p1,max_probability,0.7430170601029017,0.7710843373493976,0.09375,0.90625,64,19
2,p1,max_probability,0.7444619054184688,0.7710843373493976,0.09375,0.90625,64,19
2,p1,max_probability,0.7554294414022944,0.7590361445783133,0.07936507936507936,0.9206349206349206,63,20
2,p1,max_probability,0.7747790344358676,0.7469879518072289,0.08064516129032258,0.9193548387096774,62,21
2,p1,max_probability,0.7940492974728345,0.7349397590361446,0.08196721311475409,0.9180327868852459,61,22
2,p1,max_probability,0.8053417389308244,0.7228915662650602,0.06666666666666667,0.9333333333333333,60,23
2,p1,max_probability,0.809676977159973,0.7228915662650602,0.06666666666666667,0.9333333333333333,60,23
2,p1,max_probability,0.8138247838682217,0.7108433734939759,0.05084745762711865,0.9491525423728814,59,24
2,p1,max_probability,0.8194965939716172,0.6987951807228916,0.05172413793103448,0.9482758620689655,58,25
