combo_id,feature_arm,feature_dimension,model_id,fold_id,status,train_rows,validation_rows,train_subjects,validation_subjects,validation_repetitions,fit_predict_seconds,warning_count,warning_messages,window_accuracy,window_balanced_accuracy,window_macro_f1,window_weighted_f1,window_macro_precision,window_macro_recall,window_cohen_kappa,repetition_accuracy,repetition_balanced_accuracy,repetition_macro_f1,repetition_weighted_f1,repetition_macro_precision,repetition_macro_recall,repetition_cohen_kappa,subject_macro_f1_mean,subject_macro_f1_std,subject_balanced_accuracy_mean
F-SP6__lda_shrinkage,F-SP6,18,lda_shrinkage,1,COMPLETED,30577,7080,26,6,120,0.12720391299990297,0,[],0.5843220338983051,0.5843220338983052,0.5819187454198884,0.5819187454198883,0.605605717691808,0.5843220338983052,0.44576271186440675,0.6416666666666667,0.6416666666666666,0.6309597319614128,0.6309597319614128,0.6605924978687128,0.6416666666666666,0.5222222222222221,0.6025838744588744,0.09025753116392264,0.6416666666666666
F-SP6__lda_shrinkage,F-SP6,18,lda_shrinkage,2,COMPLETED,30680,6977,26,6,119,0.11678787700020621,0,[],0.5536763651999427,0.5525107516650379,0.545218679014494,0.5465058372935622,0.5494543189501294,0.5525107516650379,0.4050476906525269,0.5966386554621849,0.5956896551724138,0.5884226573373218,0.5895723191365783,0.6048376088698669,0.5956896551724138,0.4623493975903614,0.531047077922078,0.17016291560376134,0.5916666666666668
F-SP6__lda_shrinkage,F-SP6,18,lda_shrinkage,3,COMPLETED,30577,7080,26,6,120,0.1200264630001584,0,[],0.6103107344632769,0.6103107344632769,0.6009404386259278,0.6009404386259279,0.6120898361639112,0.6103107344632769,0.4804143126177024,0.6666666666666666,0.6666666666666667,0.6475722323179951,0.647572232317995,0.6969137184654426,0.6666666666666667,0.5555555555555556,0.6350797894915542,0.1025797107843903,0.6666666666666666
F-SP6__lda_shrinkage,F-SP6,18,lda_shrinkage,4,COMPLETED,29397,8260,25,7,140,0.14902663400016536,0,[],0.5688861985472154,0.5688861985472154,0.5755292208898527,0.5755292208898526,0.5899544829473248,0.5688861985472154,0.42518159806295397,0.6357142857142857,0.6357142857142857,0.6392314990512333,0.6392314990512333,0.6585185185185185,0.6357142857142857,0.5142857142857142,0.5859809308338721,0.19354264141925637,0.6357142857142858
F-ALL14__lda_shrinkage,F-ALL14,42,lda_shrinkage,0,COMPLETED,29397,8260,25,7,140,0.16760942099972453,0,[],0.6450363196125908,0.6450363196125908,0.6511765255423919,0.651176525542392,0.6614893239193899,0.6450363196125908,0.5267150928167877,0.7071428571428572,0.7071428571428571,0.708915278270117,0.7089152782701169,0.7196936138796604,0.7071428571428571,0.6095238095238096,0.6651465597894168,0.1828804711402188,0.7071428571428572
F-ALL14__lda_shrinkage,F-ALL14,42,lda_shrinkage,1,COMPLETED,30577,7080,26,6,120,0.17456920800032094,0,[],0.653954802259887,0.653954802259887,0.651286067892513,0.651286067892513,0.6783025600042334,0.653954802259887,0.5386064030131827,0.7083333333333334,0.7083333333333333,0.7016586143741317,0.7016586143741317,0.734642094017094,0.7083333333333333,0.6111111111111112,0.6671414778032426,0.16116704231861192,0.7083333333333334
F-ALL14__lda_shrinkage,F-ALL14,42,lda_shrinkage,2,COMPLETED,30680,6977,26,6,119,0.16935587399984797,0,[],0.6624623763795328,0.6619873474500646,0.6639243914541184,0.665279298187448,0.683906157300902,0.6619873474500646,0.550351738155237,0.7310924369747899,0.7310344827586207,0.7318164925882366,0.7327758995946628,0.7680949861334112,0.7310344827586207,0.6417685794920038,0.674278420166578,0.19917394473313701,0.7291666666666666
F-ALL14__lda_shrinkage,F-ALL14,42,lda_shrinkage,3,COMPLETED,30577,7080,26,6,120,0.19295355199983533,0,[],0.7056497175141243,0.7056497175141243,0.7080209119769111,0.708020911976911,0.7368273068713788,0.7056497175141243,0.607532956685499,0.7916666666666666,0.7916666666666666,0.7903748733535967,0.7903748733535968,0.8278409090909091,0.7916666666666666,0.7222222222222222,0.7554563492063492,0.16385148206474404,0.7916666666666666
F-ALL14__lda_shrinkage,F-ALL14,42,lda_shrinkage,4,COMPLETED,29397,8260,25,7,140,0.1685040699999263,0,[],0.5753026634382566,0.5753026634382568,0.5862491917019996,0.5862491917019996,0.6121620981865303,0.5753026634382568,0.43373688458434223,0.6,0.6,0.6070785849035789,0.6070785849035788,0.6314121608239256,0.6,0.4666666666666667,0.5319006390434962,0.23782938900394493,0.6
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,36,lda_shrinkage,0,COMPLETED,29397,8260,25,7,140,0.15432048399998166,0,[],0.6452784503631961,0.6452784503631962,0.6519186972418082,0.6519186972418082,0.6634668102341756,0.6452784503631962,0.5270379338175948,0.7,0.7,0.7039137242294893,0.7039137242294893,0.7236332109343125,0.7,0.6,0.6577509791795506,0.1758578551171334,0.7
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,36,lda_shrinkage,1,COMPLETED,30577,7080,26,6,120,0.15823182099984479,0,[],0.6733050847457627,0.6733050847457627,0.6730605856154614,0.6730605856154614,0.6930597932976317,0.6733050847457627,0.5644067796610169,0.7166666666666667,0.7166666666666666,0.713236616567459,0.7132366165674588,0.7337061087061088,0.7166666666666666,0.6222222222222222,0.6752938034188034,0.18261041369692912,0.7166666666666667
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,36,lda_shrinkage,2,COMPLETED,30680,6977,26,6,119,0.162894094999956,0,[],0.6594524867421527,0.6587637216213269,0.662355983641793,0.6638733443716472,0.6810387835896596,0.6587637216213269,0.5463119036284808,0.7394957983193278,0.7390804597701149,0.7420751087320174,0.7430589331751437,0.7686935555206803,0.7390804597701149,0.6528326745718049,0.6948830037065331,0.1806755339100803,0.7395833333333334
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,36,lda_shrinkage,3,COMPLETED,30577,7080,26,6,120,0.17155924600001526,0,[],0.7009887005649718,0.7009887005649718,0.701710595964542,0.701710595964542,0.734644448456654,0.7009887005649718,0.6013182674199624,0.7666666666666667,0.7666666666666666,0.7619144820614507,0.7619144820614508,0.8005242978566149,0.7666666666666666,0.6888888888888889,0.7327365921115921,0.1599186376128565,0.7666666666666667
F-NO-MOMENTS12__lda_shrinkage,F-NO-MOMENTS12,36,lda_shrinkage,4,COMPLETED,29397,8260,25,7,140,0.1535006149997571,0,[],0.5761501210653753,0.5761501210653752,0.5868982630248538,0.5868982630248538,0.6132287401255846,0.5761501210653752,0.43486682808716703,0.6071428571428571,0.6071428571428571,0.6145092754467754,0.6145092754467755,0.6418238993710692,0.6071428571428571,0.47619047619047616,0.5362423757381741,0.24383450025138803,0.6071428571428571
