combo_id,feature_arm,feature_dimension,model_id,fold_id,status,train_rows,validation_rows,train_subjects,validation_subjects,validation_repetitions,fit_predict_seconds,warning_count,warning_messages,window_accuracy,window_balanced_accuracy,window_macro_f1,window_weighted_f1,window_macro_precision,window_macro_recall,window_cohen_kappa,repetition_accuracy,repetition_balanced_accuracy,repetition_macro_f1,repetition_weighted_f1,repetition_macro_precision,repetition_macro_recall,repetition_cohen_kappa,subject_macro_f1_mean,subject_macro_f1_std,subject_balanced_accuracy_mean
F-TD8__linear_svm,F-TD8,24,linear_svm,2,COMPLETED,30680,6977,26,6,119,1.0137125000001106,0,[],0.7044575032248818,0.7029009968668867,0.6979445242750639,0.6998971635811716,0.7074765453506318,0.7029009968668867,0.6060610616041864,0.773109243697479,0.7727011494252873,0.7707031090609863,0.7718320121928968,0.7811627989603518,0.7727011494252873,0.6976853594279262,0.7394699050949051,0.1559093471224124,0.7687499999999999
F-TD8__linear_svm,F-TD8,24,linear_svm,3,COMPLETED,30577,7080,26,6,120,1.085429270000077,0,[],0.6641242937853107,0.6641242937853107,0.6573317079061656,0.6573317079061656,0.6667000102706641,0.6641242937853107,0.5521657250470811,0.725,0.7250000000000001,0.7223605163746009,0.7223605163746009,0.741569660014782,0.7250000000000001,0.6333333333333333,0.689829669241434,0.14523321853337132,0.7250000000000001
F-TD8__linear_svm,F-TD8,24,linear_svm,4,COMPLETED,29397,8260,25,7,140,0.9617247000001043,0,[],0.5808716707021792,0.5808716707021793,0.5756796209559788,0.5756796209559788,0.5910540069279049,0.5808716707021793,0.4411622276029056,0.5785714285714286,0.5785714285714286,0.5676402999516207,0.5676402999516207,0.5892369642369643,0.5785714285714286,0.4380952380952381,0.5246453108295214,0.18830043292174742,0.5785714285714285
F-SP6__linear_svm,F-SP6,18,linear_svm,0,COMPLETED,29397,8260,25,7,140,1.2665224280003713,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.6162227602905569,0.6162227602905569,0.6163452226916242,0.6163452226916243,0.6214391973370087,0.6162227602905569,0.4882970137207425,0.6642857142857143,0.6642857142857143,0.6577349132810644,0.6577349132810644,0.6609477124183007,0.6642857142857143,0.5523809523809524,0.6336220327291756,0.13673689177386816,0.6642857142857145
F-SP6__linear_svm,F-SP6,18,linear_svm,1,COMPLETED,30577,7080,26,6,120,1.68259521400023,0,[],0.6512711864406779,0.6512711864406779,0.6468152906446545,0.6468152906446544,0.6677903082244449,0.6512711864406779,0.5350282485875706,0.7083333333333334,0.7083333333333333,0.6862004116102477,0.6862004116102476,0.7243193777167696,0.7083333333333333,0.6111111111111112,0.6485042735042735,0.11570844525317694,0.7083333333333334
F-SP6__linear_svm,F-SP6,18,linear_svm,2,COMPLETED,30680,6977,26,6,119,1.6540806539996993,0,[],0.6028378959438154,0.601743636646433,0.5942565496299261,0.5956826087495323,0.6018842822835546,0.601743636646433,0.4707182248748213,0.6638655462184874,0.6635057471264368,0.660463406079942,0.6616291562954475,0.6983748778103617,0.6635057471264368,0.5522528454519801,0.6063866867852935,0.18491476032143375,0.6625
F-SP6__linear_svm,F-SP6,18,linear_svm,3,COMPLETED,30577,7080,26,6,120,1.3747468780002237,0,[],0.6622881355932203,0.6622881355932203,0.6511212566471525,0.6511212566471525,0.6760436826530669,0.6622881355932203,0.5497175141242938,0.7583333333333333,0.7583333333333333,0.7473645227507109,0.7473645227507109,0.7917211091753775,0.7583333333333333,0.6777777777777778,0.7336444805194805,0.15832055810488038,0.7583333333333333
F-SP6__linear_svm,F-SP6,18,linear_svm,4,COMPLETED,29397,8260,25,7,140,1.1688898830002472,0,[],0.5963680387409201,0.5963680387409201,0.5994367224274446,0.5994367224274446,0.6224722353049515,0.5963680387409201,0.4618240516545601,0.6071428571428571,0.6071428571428572,0.6118619319581575,0.6118619319581575,0.6530448717948717,0.6071428571428572,0.47619047619047616,0.5480131446518001,0.2230694845820861,0.6071428571428571
F-ALL14__linear_svm,F-ALL14,42,linear_svm,0,COMPLETED,29397,8260,25,7,140,4.293359983999835,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.7182808716707022,0.7182808716707021,0.720419314443346,0.7204193144433461,0.72806178790967,0.7182808716707021,0.6243744955609363,0.7642857142857142,0.7642857142857143,0.7654611557596632,0.7654611557596632,0.7730377906976744,0.7642857142857143,0.6857142857142857,0.7289940218511647,0.13845919861396883,0.7642857142857142
F-ALL14__linear_svm,F-ALL14,42,linear_svm,1,COMPLETED,30577,7080,26,6,120,5.401852552000037,0,[],0.7468926553672316,0.7468926553672316,0.7420284905624633,0.7420284905624633,0.7578248845651792,0.7468926553672316,0.6625235404896421,0.85,0.85,0.8495977972473646,0.8495977972473645,0.8696985254271128,0.85,0.8,0.8301391895141895,0.1354719037257199,0.85
F-ALL14__linear_svm,F-ALL14,42,linear_svm,2,COMPLETED,30680,6977,26,6,119,4.790395072000138,0,[],0.6891213988820409,0.6878730575498236,0.6860632895719768,0.6876926372053956,0.6924401171202188,0.6878730575498236,0.5856476798907584,0.7563025210084033,0.7557471264367815,0.7590277777777777,0.7601540616246498,0.7699404761904761,0.7557471264367815,0.6752305665349143,0.7257209225959227,0.1635257741955285,0.7562500000000001
F-ALL14__linear_svm,F-ALL14,42,linear_svm,3,COMPLETED,30577,7080,26,6,120,4.998808403000112,0,[],0.7488700564971752,0.7488700564971751,0.7476436212996912,0.7476436212996913,0.7606737627455936,0.7488700564971751,0.6651600753295668,0.8,0.8,0.799849344204183,0.799849344204183,0.8117897727272727,0.8,0.7333333333333334,0.7715120527620528,0.16769436148180453,0.7999999999999999
F-ALL14__linear_svm,F-ALL14,42,linear_svm,4,COMPLETED,29397,8260,25,7,140,4.008396200000334,0,[],0.6249394673123486,0.6249394673123487,0.6308485816381376,0.6308485816381376,0.6400388199079949,0.6249394673123487,0.49991928974979827,0.6571428571428571,0.657142857142857,0.659742218565748,0.6597422185657481,0.6670076610061606,0.657142857142857,0.5428571428571429,0.6044282263267226,0.2226512291321804,0.6571428571428571
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,36,linear_svm,0,COMPLETED,29397,8260,25,7,140,4.4923372830003245,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.7171912832929782,0.7171912832929783,0.7186224537871592,0.7186224537871593,0.7259688319835895,0.7171912832929783,0.6229217110573042,0.7642857142857142,0.7642857142857143,0.7649038461538461,0.7649038461538461,0.7749999999999999,0.7642857142857143,0.6857142857142857,0.7276925455496884,0.16148177595703392,0.7642857142857142
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,36,linear_svm,1,COMPLETED,30577,7080,26,6,120,2.9709978890000457,0,[],0.753954802259887,0.753954802259887,0.7507635272882385,0.7507635272882385,0.7629205449726325,0.753954802259887,0.671939736346516,0.8416666666666667,0.8416666666666667,0.8406436487638533,0.8406436487638533,0.8592490842490842,0.8416666666666667,0.7888888888888889,0.8218058561808562,0.12590071521762883,0.8416666666666667
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,36,linear_svm,2,COMPLETED,30680,6977,26,6,119,2.9553192900002614,0,[],0.678228464956285,0.6767967600641025,0.6737234923415102,0.6754365242460681,0.6771147272247152,0.6767967600641025,0.5710859285480256,0.7310924369747899,0.7304597701149425,0.732489224137931,0.7336550999710229,0.739423076923077,0.7304597701149425,0.6416337285902503,0.6861556267806268,0.1767361478879437,0.7312500000000001
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,36,linear_svm,3,COMPLETED,30577,7080,26,6,120,3.5900370240001394,0,[],0.7484463276836159,0.7484463276836159,0.7476249207865245,0.7476249207865245,0.7613224665212761,0.7484463276836159,0.6645951035781544,0.8,0.8,0.8007133995037221,0.8007133995037221,0.8135444518716578,0.8,0.7333333333333334,0.7715120527620528,0.16769436148180453,0.7999999999999999
F-NO-MOMENTS12__linear_svm,F-NO-MOMENTS12,36,linear_svm,4,COMPLETED,29397,8260,25,7,140,3.78062419600019,0,[],0.6227602905569007,0.6227602905569007,0.6291056318755232,0.629105631875523,0.6393364889685285,0.6227602905569007,0.49701372074253425,0.6357142857142857,0.6357142857142857,0.6389871295695435,0.6389871295695435,0.649859139057922,0.6357142857142857,0.5142857142857142,0.5833097789477709,0.23785662973843477,0.6357142857142859
F-TD8__random_forest,F-TD8,24,random_forest,0,COMPLETED,29397,8260,25,7,140,55.061903681999866,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.6709443099273608,0.6709443099273608,0.6720108532069657,0.6720108532069656,0.6763294424467017,0.6709443099273608,0.5612590799031477,0.7357142857142858,0.7357142857142858,0.7321789321789322,0.732178932178932,0.7345238095238096,0.7357142857142858,0.6476190476190475,0.6994673160639547,0.199894380597113,0.7357142857142858
F-TD8__random_forest,F-TD8,24,random_forest,1,COMPLETED,30577,7080,26,6,120,58.84223102899978,0,[],0.6347457627118644,0.6347457627118643,0.6230371989614399,0.62303719896144,0.6219888651452321,0.6347457627118643,0.5129943502824859,0.7083333333333334,0.7083333333333333,0.6966325660699062,0.6966325660699063,0.6992673992673992,0.7083333333333333,0.6111111111111112,0.6785337347837349,0.17758771911419205,0.7083333333333334
F-TD8__random_forest,F-TD8,24,random_forest,2,COMPLETED,30680,6977,26,6,119,57.292097659999854,0,[],0.6683388275763222,0.6660177178139135,0.6626528894637285,0.6649557548451913,0.6616331997407008,0.6660177178139135,0.5577368691311841,0.7058823529411765,0.7051724137931035,0.6951648351648352,0.696204635700434,0.6984243697478991,0.7051724137931035,0.608,0.6551241582491583,0.11908426468944125,0.7083333333333334
F-TD8__random_forest,F-TD8,24,random_forest,3,COMPLETED,30577,7080,26,6,120,60.182729283999834,0,[],0.6707627118644067,0.6707627118644068,0.6709647952905805,0.6709647952905806,0.6755890534149893,0.6707627118644068,0.5610169491525423,0.725,0.725,0.7273434733723032,0.7273434733723031,0.7338310882665722,0.725,0.6333333333333333,0.7068903318903318,0.14677146641234518,0.7250000000000001
F-TD8__random_forest,F-TD8,24,random_forest,4,COMPLETED,29397,8260,25,7,140,54.46884096700023,0,[],0.6083535108958837,0.6083535108958837,0.6150525030518179,0.6150525030518179,0.6266648993670607,0.6083535108958837,0.4778046811945117,0.65,0.65,0.6572473907635734,0.6572473907635734,0.6737336601307189,0.65,0.5333333333333333,0.5906875184130822,0.26648903638693633,0.6500000000000001
F-SP6__random_forest,F-SP6,18,random_forest,0,COMPLETED,29397,8260,25,7,140,51.008292468000036,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.7078692493946731,0.7078692493946732,0.7106021872812959,0.7106021872812959,0.713969940838368,0.7078692493946732,0.6104923325262308,0.7785714285714286,0.7785714285714286,0.7800229621125143,0.7800229621125143,0.7882267441860464,0.7785714285714286,0.7047619047619047,0.7495890022675737,0.16547732885179195,0.7785714285714285
F-SP6__random_forest,F-SP6,18,random_forest,1,COMPLETED,30577,7080,26,6,120,53.90606066400005,0,[],0.7254237288135593,0.7254237288135593,0.7239289336811652,0.7239289336811653,0.7398407860258407,0.7254237288135593,0.6338983050847458,0.8166666666666667,0.8166666666666667,0.8165815230365243,0.8165815230365242,0.8417893187552565,0.8166666666666667,0.7555555555555555,0.7940280784030785,0.14256915762595354,0.8166666666666665
F-SP6__random_forest,F-SP6,18,random_forest,2,COMPLETED,30680,6977,26,6,119,53.10650580900028,0,[],0.6765085280206392,0.6752459208461641,0.6734604964169357,0.6748977891638771,0.6737628487892006,0.6752459208461641,0.5687434454002491,0.7394957983193278,0.7390804597701148,0.7360271998766406,0.7367019015149481,0.7355324074074074,0.7390804597701148,0.6527346324013932,0.6983768546268546,0.1643356269779636,0.7416666666666667
F-SP6__random_forest,F-SP6,18,random_forest,3,COMPLETED,30577,7080,26,6,120,51.429670400000305,0,[],0.7312146892655367,0.7312146892655368,0.731693356582303,0.7316933565823031,0.7380262040387072,0.7312146892655368,0.6416195856873823,0.825,0.825,0.8259057971014492,0.8259057971014492,0.8385897435897436,0.825,0.7666666666666666,0.7977219539719541,0.13838272526020534,0.8250000000000001
F-SP6__random_forest,F-SP6,18,random_forest,4,COMPLETED,29397,8260,25,7,140,49.25941742099985,0,[],0.6530266343825666,0.6530266343825666,0.6587834634491754,0.6587834634491754,0.6721476464994549,0.6530266343825666,0.537368845843422,0.6928571428571428,0.6928571428571428,0.6975346764748939,0.6975346764748939,0.7120777846370933,0.6928571428571428,0.5904761904761905,0.6452257691200636,0.2491419006439063,0.692857142857143
F-ALL14__random_forest,F-ALL14,42,random_forest,0,COMPLETED,29397,8260,25,7,140,76.65419141400025,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.7030266343825666,0.7030266343825666,0.7034928831911382,0.7034928831911382,0.7077859046390327,0.7030266343825666,0.6040355125100888,0.75,0.75,0.744966323998582,0.744966323998582,0.7479820351913375,0.75,0.6666666666666667,0.7287841127126843,0.2094597558737865,0.75
F-ALL14__random_forest,F-ALL14,42,random_forest,1,COMPLETED,30577,7080,26,6,120,77.411723918,0,[],0.7134180790960452,0.7134180790960452,0.7068575905687298,0.7068575905687299,0.7177269274044233,0.7134180790960452,0.6178907721280602,0.8166666666666667,0.8166666666666667,0.812791022088817,0.812791022088817,0.8423266893959263,0.8166666666666667,0.7555555555555555,0.800849382099382,0.1462081435048486,0.8166666666666668
F-ALL14__random_forest,F-ALL14,42,random_forest,2,COMPLETED,30680,6977,26,6,119,79.54099334000011,0,[],0.6790884334241077,0.6772162956662172,0.6767223357165726,0.6786072841690578,0.6765177776824689,0.6772162956662172,0.5720986457129491,0.7058823529411765,0.7051724137931035,0.7043103448275861,0.7051869023471459,0.7040898617511521,0.7051724137931035,0.6078892863867444,0.6508898508898509,0.15974483106228846,0.7083333333333334
F-ALL14__random_forest,F-ALL14,42,random_forest,3,COMPLETED,30577,7080,26,6,120,78.68709452799976,0,[],0.7261299435028249,0.726129943502825,0.7267708948723745,0.7267708948723745,0.7344923099033733,0.726129943502825,0.6348399246704332,0.8083333333333333,0.8083333333333333,0.8101851851851852,0.8101851851851852,0.831845238095238,0.8083333333333333,0.7444444444444445,0.7844641469641469,0.17540327190631838,0.8083333333333332
F-ALL14__random_forest,F-ALL14,42,random_forest,4,COMPLETED,29397,8260,25,7,140,76.18392560800021,0,[],0.6341404358353511,0.6341404358353511,0.6403111005466506,0.6403111005466506,0.6506137678029563,0.6341404358353511,0.5121872477804681,0.65,0.65,0.6577141914458091,0.6577141914458092,0.6727121715493809,0.65,0.5333333333333333,0.5846763512177046,0.28563511228448807,0.6500000000000001
F-NO-MOMENTS12__random_forest,F-NO-MOMENTS12,36,random_forest,0,COMPLETED,29397,8260,25,7,140,72.52492651300008,1,['datetime.datetime.utcnow() is deprecated and scheduled for removal in a future version. Use timezone-aware objects to represent datetimes in UTC: datetime.datetime.now(datetime.UTC).'],0.6983050847457627,0.6983050847457627,0.6986338960174183,0.6986338960174182,0.7036684258258906,0.6983050847457627,0.5977401129943503,0.75,0.75,0.7455705079269267,0.7455705079269267,0.7500866508219449,0.75,0.6666666666666667,0.727401566687281,0.21165970302013654,0.7500000000000001
F-NO-MOMENTS12__random_forest,F-NO-MOMENTS12,36,random_forest,1,COMPLETED,30577,7080,26,6,120,76.90821863599967,0,[],0.7117231638418079,0.711723163841808,0.7055247607532483,0.7055247607532483,0.71287906937577,0.711723163841808,0.6156308851224106,0.8,0.8,0.7912912258264543,0.7912912258264543,0.8206266377518749,0.8,0.7333333333333334,0.785592648092648,0.12292058637348661,0.7999999999999999
F-NO-MOMENTS12__random_forest,F-NO-MOMENTS12,36,random_forest,2,COMPLETED,30680,6977,26,6,119,79.064769007,0,[],0.6832449476852516,0.6813343792094368,0.6806470027732758,0.6825169706610394,0.6803494425554174,0.6813343792094368,0.5776169762628782,0.7142857142857143,0.7132183908045977,0.7109455355532482,0.7119073364564673,0.7090715874781504,0.7132183908045977,0.6189848384970336,0.6638347763347763,0.1560225969318521,0.7166666666666667
F-NO-MOMENTS12__random_forest,F-NO-MOMENTS12,36,random_forest,3,COMPLETED,30577,7080,26,6,120,74.21377778299984,0,[],0.7259887005649718,0.7259887005649717,0.7269077683533033,0.7269077683533032,0.7354543165684186,0.7259887005649717,0.6346516007532956,0.8083333333333333,0.8083333333333332,0.8092130592130592,0.8092130592130592,0.8371212121212122,0.8083333333333332,0.7444444444444445,0.7805849243349242,0.16522306998903555,0.8083333333333335
F-NO-MOMENTS12__random_forest,F-NO-MOMENTS12,36,random_forest,4,COMPLETED,29397,8260,25,7,140,74.16602414200042,0,[],0.6343825665859564,0.6343825665859564,0.6406892526875254,0.6406892526875254,0.6513365326973838,0.6343825665859564,0.5125100887812752,0.65,0.65,0.6579138805295403,0.6579138805295404,0.6741071428571428,0.65,0.5333333333333333,0.5792187136172099,0.28398173493042866,0.6500000000000001
