subject_id,session_id,protocol_id,protocol_version,task_label,metric_id,repetition_count,within_subject_cv_percent,cv_supportability,robust_mad_ratio,rmad_supportability,reference_repetition_id,query_repetition_id,absolute_difference,symmetric_relative_difference,pair_supportability
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R01,mendeley-S001-grip-R02,0.010316221043467522,0.3627971098289379,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R01,mendeley-S001-grip-R03,0.003969574347138405,0.18643206270379895,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R01,mendeley-S001-grip-R04,0.01426045410335064,0.468980474358855,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R01,mendeley-S001-grip-R05,0.0015791524201631546,0.06561565901246123,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R02,mendeley-S001-grip-R03,0.014285795390605927,0.5400965432324254,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R02,mendeley-S001-grip-R04,0.003944233059883118,0.11090065591963774,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R02,mendeley-S001-grip-R05,0.008737068623304367,0.2989606532180852,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R03,mendeley-S001-grip-R04,0.018230028450489044,0.6413928130552585,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R03,mendeley-S001-grip-R05,0.0055487267673015594,0.25127925556090563,SUPPORTED
1,session-1,dataset-primary4,1.0.0,hand_close,CH3__mav,5,27.336419462603452,SUPPORTED,0.330964382465546,SUPPORTED,mendeley-S001-grip-R04,mendeley-S001-grip-R05,0.012681301683187485,0.4064920053839856,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R02,0.010955139994621277,0.22958463635425405,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R03,0.007205374538898468,0.14529278910645488,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R04,0.00160260871052742,0.029680087202664795,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R05,0.007205374538898468,0.14529278910645488,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R03,0.003749765455722809,0.08500068907741452,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R04,0.012557748705148697,0.2588238112397522,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R05,0.003749765455722809,0.08500068907741452,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R04,0.008807983249425888,0.1747844454522679,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R05,0.0,0.0,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__rms,5,10.99526361909649,SUPPORTED,0.12088439326182454,SUPPORTED,mendeley-S001-rest-R04,mendeley-S001-rest-R05,0.008807983249425888,0.1747844454522679,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R02,0.008291777223348618,0.22085633106380537,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R03,0.006436455994844437,0.1673048665607167,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R04,0.0014674626290798187,0.034590893286301466,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R05,0.006436455994844437,0.1673048665607167,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R03,0.001855321228504181,0.054050763007138486,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R04,0.009759239852428436,0.2549602745884082,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R02,mendeley-S001-rest-R05,0.001855321228504181,0.054050763007138486,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R04,0.007903918623924255,0.20160407781801754,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R03,mendeley-S001-rest-R05,0.0,0.0,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH1__mav,5,11.559353873405744,SUPPORTED,0.07802695305925939,SUPPORTED,mendeley-S001-rest-R04,mendeley-S001-rest-R05,0.007903918623924255,0.20160407781801754,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R02,0.007520198822021484,0.1732358577252692,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R03,0.006923966109752655,0.15841310575974374,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R04,0.004950031638145447,0.11075071146300379,SUPPORTED
1,session-1,dataset-primary4,1.0.0,rest,CH2__rms,5,8.663411488141982,SUPPORTED,0.09025362378805432,SUPPORTED,mendeley-S001-rest-R01,mendeley-S001-rest-R05,0.0003325045108795166,0.0070242693636886145,SUPPORTED
