candidate_id,feature_arm,model_name,fold,feature_dimension,fit_windows,holdout_windows,holdout_trials,holdout_subjects,fit_seconds,window_accuracy,window_balanced_accuracy,window_macro_f1,window_weighted_f1,window_macro_precision,window_macro_recall,window_cohen_kappa,trial_accuracy,trial_balanced_accuracy,trial_macro_f1,trial_weighted_f1,trial_macro_precision,trial_macro_recall,trial_cohen_kappa
F-ALL14__logistic_regression,F-ALL14,logistic_regression,1,224,108864,28224,588,7,81.76966497199965,0.9432043650793651,0.943204365079365,0.9428986332686718,0.942898633268672,0.944335923889061,0.943204365079365,0.9242724867724867,0.9693877551020408,0.9693877551020408,0.9693119319917881,0.969311931991788,0.971799574805119,0.9693877551020408,0.9591836734693877
F-ALL14__logistic_regression,F-ALL14,logistic_regression,2,224,112896,24192,504,6,91.32984091400021,0.9544477513227513,0.9544477513227514,0.9547773685236269,0.9547773685236269,0.9568321355197402,0.9544477513227514,0.939263668430335,0.9920634920634921,0.9920634920634921,0.9920628075931568,0.9920628075931568,0.9921699174793699,0.9920634920634921,0.9894179894179894
F-ALL14__logistic_regression,F-ALL14,logistic_regression,3,224,108864,28224,588,7,86.39891981899973,0.9548256802721088,0.9548256802721088,0.9550001050260879,0.955000105026088,0.9565325803524204,0.9548256802721088,0.9397675736961452,0.9880952380952381,0.9880952380952381,0.9880934473270631,0.9880934473270631,0.9883774834437086,0.9880952380952381,0.9841269841269842
F-ALL14__logistic_regression,F-ALL14,logistic_regression,4,224,108864,28224,588,7,84.39881473300011,0.9509282879818595,0.9509282879818594,0.9509129022236977,0.9509129022236976,0.9514184504376998,0.9509282879818594,0.9345710506424793,0.9795918367346939,0.9795918367346939,0.9795658633893299,0.9795658633893298,0.9797657411090039,0.9795918367346939,0.9727891156462585
F-ALL14__linear_svm,F-ALL14,linear_svm,0,224,108864,28224,588,7,209.08728968200012,0.9306972789115646,0.9306972789115646,0.9306824823840174,0.9306824823840174,0.9348794916556332,0.9306972789115646,0.9075963718820862,0.9727891156462585,0.9727891156462585,0.9730248963833532,0.9730248963833532,0.9750788022064618,0.9727891156462585,0.963718820861678
F-ALL14__linear_svm,F-ALL14,linear_svm,1,224,108864,28224,588,7,404.08409031400015,0.9471017573696145,0.9471017573696144,0.9466627502269345,0.9466627502269345,0.9479187090110687,0.9471017573696144,0.9294690098261527,0.9710884353741497,0.9710884353741497,0.9710289269541841,0.971028926954184,0.972803207378647,0.9710884353741497,0.9614512471655329
F-ALL14__linear_svm,F-ALL14,linear_svm,2,224,112896,24192,504,6,434.115089163,0.9539103835978836,0.9539103835978835,0.9542912233581935,0.9542912233581934,0.9568930464347768,0.9539103835978835,0.9385471781305115,0.998015873015873,0.998015873015873,0.9980158417712549,0.9980158417712549,0.9980314960629921,0.998015873015873,0.9973544973544973
F-ALL14__linear_svm,F-ALL14,linear_svm,3,224,108864,28224,588,7,365.76270421000027,0.9575538548752834,0.9575538548752834,0.9577368335982799,0.9577368335982799,0.9594305286336517,0.9575538548752834,0.9434051398337112,0.9897959183673469,0.9897959183673469,0.9898005384191685,0.9898005384191684,0.9899776286353468,0.9897959183673469,0.9863945578231292
F-ALL14__linear_svm,F-ALL14,linear_svm,4,224,108864,28224,588,7,389.36717983300014,0.9473497732426304,0.9473497732426305,0.947334265796679,0.9473342657966792,0.9479999241429434,0.9473497732426305,0.9297996976568406,0.9829931972789115,0.9829931972789115,0.9829511349455826,0.9829511349455825,0.9830353303507665,0.9829931972789115,0.9773242630385488
F-NO-MOMENTS12__dummy_most_frequent,F-NO-MOMENTS12,dummy_most_frequent,0,192,108864,28224,588,7,0.4986069739998129,0.25,0.25,0.1,0.1,0.0625,0.25,0.0,0.25,0.25,0.1,0.1,0.0625,0.25,0.0
F-NO-MOMENTS12__dummy_most_frequent,F-NO-MOMENTS12,dummy_most_frequent,1,192,108864,28224,588,7,0.5011949600002481,0.25,0.25,0.1,0.1,0.0625,0.25,0.0,0.25,0.25,0.1,0.1,0.0625,0.25,0.0
F-NO-MOMENTS12__dummy_most_frequent,F-NO-MOMENTS12,dummy_most_frequent,2,192,112896,24192,504,6,0.7805634879996433,0.25,0.25,0.1,0.1,0.0625,0.25,0.0,0.25,0.25,0.1,0.1,0.0625,0.25,0.0
F-NO-MOMENTS12__dummy_most_frequent,F-NO-MOMENTS12,dummy_most_frequent,3,192,108864,28224,588,7,0.996383839000373,0.25,0.25,0.1,0.1,0.0625,0.25,0.0,0.25,0.25,0.1,0.1,0.0625,0.25,0.0
F-NO-MOMENTS12__dummy_most_frequent,F-NO-MOMENTS12,dummy_most_frequent,4,192,108864,28224,588,7,0.9746888290001152,0.25,0.25,0.1,0.1,0.0625,0.25,0.0,0.25,0.25,0.1,0.1,0.0625,0.25,0.0
